Polarizador a 45°
Rueda a 20°
Intensidad de referencia: 2775

A: Ángulo del analizador
I: Intensidad medida 

A       I
0	3
10	1.2
20	0.5
30	0.4
40	0.2
50	0
60	0
70	0.3
80	0.7
90	1.2
100	2.4
110	3.9
120	5.1
130	7
140	6.5
150	6.3
160	5.1
170	4.9
180	3.3
190	1.9
200	0.6
210	0.4
220	0.1
230	0.1
240	0.1
250	0.4
260	0.9
270	0.9
280	2.4
290	3.6
300	5.8
310	6.9
320	7.2
330	5.8
340	5.2
350	4.5
360	3
